id,name,category,cuisine,serving,serving_grams,calories,protein,carbs,fat,sugar,source,imageUrl,imageQuery
5454,Pisang Goreng Cheese - small portion,Snacks,Malaysia,small portion,108.8,295.0,8.2,28.5,16.5,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20cheese%20portion%20malaysia%20food,pisang goreng cheese portion malaysia food
5455,Pisang Goreng Cheese - large portion,Snacks,Malaysia,large portion,181.2,493.0,13.8,47.5,27.5,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20cheese%20portion%20malaysia%20food,pisang goreng cheese portion malaysia food
5456,Pisang Goreng Cheese - party portion,Snacks,Malaysia,party portion,362.5,985.0,27.5,95.0,55.0,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20cheese%20party%20portion%20malaysia%20food,pisang goreng cheese party portion malaysia food
5457,Pisang Goreng Peanut Sauce,Snacks,Malaysia,1 serving,145.0,384.0,9.0,42.0,20.0,8.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20peanut%20sauce%20malaysia%20food,pisang goreng peanut sauce malaysia food
5458,Pisang Goreng Peanut Sauce - small portion,Snacks,Malaysia,small portion,108.8,288.0,6.8,31.5,15.0,6.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20peanut%20sauce%20portion%20malaysia%20food,pisang goreng peanut sauce portion malaysia food
5459,Pisang Goreng Peanut Sauce - large portion,Snacks,Malaysia,large portion,181.2,480.0,11.2,52.5,25.0,10.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20peanut%20sauce%20portion%20malaysia%20food,pisang goreng peanut sauce portion malaysia food
5460,Pisang Goreng Peanut Sauce - party portion,Snacks,Malaysia,party portion,362.5,960.0,22.5,105.0,50.0,20.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20peanut%20sauce%20party%20portion%20malaysia%20food,pisang goreng peanut sauce party portion malaysia food
5461,Pisang Goreng Chili Sauce,Snacks,Malaysia,1 serving,130.0,314.0,6.0,41.0,14.0,9.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20chili%20sauce%20malaysia%20food,pisang goreng chili sauce malaysia food
5462,Pisang Goreng Chili Sauce - small portion,Snacks,Malaysia,small portion,97.5,236.0,4.5,30.8,10.5,6.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20chili%20sauce%20portion%20malaysia%20food,pisang goreng chili sauce portion malaysia food
5463,Pisang Goreng Chili Sauce - large portion,Snacks,Malaysia,large portion,162.5,392.0,7.5,51.2,17.5,11.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20chili%20sauce%20portion%20malaysia%20food,pisang goreng chili sauce portion malaysia food
5464,Pisang Goreng Chili Sauce - party portion,Snacks,Malaysia,party portion,325.0,785.0,15.0,102.5,35.0,22.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20chili%20sauce%20party%20portion%20malaysia%20food,pisang goreng chili sauce party portion malaysia food
5465,Pisang Goreng Baked,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20baked%20malaysia%20food,pisang goreng baked malaysia food
5466,Pisang Goreng Baked - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20baked%20portion%20malaysia%20food,pisang goreng baked portion malaysia food
5467,Pisang Goreng Baked - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20baked%20portion%20malaysia%20food,pisang goreng baked portion malaysia food
5468,Pisang Goreng Baked - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20baked%20party%20portion%20malaysia%20food,pisang goreng baked party portion malaysia food
5469,Pisang Goreng Less Oil,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20oil%20malaysia%20food,pisang goreng oil malaysia food
5470,Pisang Goreng Less Oil - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20oil%20portion%20malaysia%20food,pisang goreng oil portion malaysia food
5471,Pisang Goreng Less Oil - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20oil%20portion%20malaysia%20food,pisang goreng oil portion malaysia food
5472,Pisang Goreng Less Oil - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?pisang%20goreng%20oil%20party%20portion%20malaysia%20food,pisang goreng oil party portion malaysia food
5473,Ubi Goreng - party portion,Snacks,Malaysia,party portion,300.0,735.0,15.0,90.0,35.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20party%20portion%20malaysia%20food,ubi goreng party portion malaysia food
5474,Ubi Goreng Spicy - small portion,Snacks,Malaysia,small portion,93.8,233.0,4.5,28.5,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20portion%20malaysia%20food,ubi goreng portion malaysia food
5475,Ubi Goreng Spicy - large portion,Snacks,Malaysia,large portion,156.2,389.0,7.5,47.5,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20portion%20malaysia%20food,ubi goreng portion malaysia food
5476,Ubi Goreng Spicy - party portion,Snacks,Malaysia,party portion,312.5,778.0,15.0,95.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20party%20portion%20malaysia%20food,ubi goreng party portion malaysia food
5477,Ubi Goreng Chicken,Snacks,Malaysia,1 serving,150.0,366.0,14.0,37.0,18.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5478,Ubi Goreng Chicken - small portion,Snacks,Malaysia,small portion,112.5,275.0,10.5,27.8,13.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5479,Ubi Goreng Chicken - large portion,Snacks,Malaysia,large portion,187.5,457.0,17.5,46.2,22.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5480,Ubi Goreng Chicken - party portion,Snacks,Malaysia,party portion,375.0,915.0,35.0,92.5,45.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5481,Ubi Goreng Sardine,Snacks,Malaysia,1 serving,150.0,375.0,14.0,37.0,19.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20sardine%20malaysia%20food,ubi goreng sardine malaysia food
5482,Ubi Goreng Sardine - small portion,Snacks,Malaysia,small portion,112.5,281.0,10.5,27.8,14.2,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20sardine%20portion%20malaysia%20food,ubi goreng sardine portion malaysia food
5483,Ubi Goreng Sardine - large portion,Snacks,Malaysia,large portion,187.5,469.0,17.5,46.2,23.8,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20sardine%20portion%20malaysia%20food,ubi goreng sardine portion malaysia food
5484,Ubi Goreng Sardine - party portion,Snacks,Malaysia,party portion,375.0,938.0,35.0,92.5,47.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20sardine%20party%20portion%20malaysia%20food,ubi goreng sardine party portion malaysia food
5485,Ubi Goreng Potato,Snacks,Malaysia,1 serving,150.0,339.0,7.0,44.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20potato%20malaysia%20food,ubi goreng potato malaysia food
5486,Ubi Goreng Potato - small portion,Snacks,Malaysia,small portion,112.5,254.0,5.2,33.0,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20potato%20portion%20malaysia%20food,ubi goreng potato portion malaysia food
5487,Ubi Goreng Potato - large portion,Snacks,Malaysia,large portion,187.5,424.0,8.8,55.0,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20potato%20portion%20malaysia%20food,ubi goreng potato portion malaysia food
5488,Ubi Goreng Potato - party portion,Snacks,Malaysia,party portion,375.0,848.0,17.5,110.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20potato%20party%20portion%20malaysia%20food,ubi goreng potato party portion malaysia food
5489,Ubi Goreng Cheese,Snacks,Malaysia,1 serving,145.0,394.0,11.0,38.0,22.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20cheese%20malaysia%20food,ubi goreng cheese malaysia food
5490,Ubi Goreng Cheese - small portion,Snacks,Malaysia,small portion,108.8,295.0,8.2,28.5,16.5,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20cheese%20portion%20malaysia%20food,ubi goreng cheese portion malaysia food
5491,Ubi Goreng Cheese - large portion,Snacks,Malaysia,large portion,181.2,493.0,13.8,47.5,27.5,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20cheese%20portion%20malaysia%20food,ubi goreng cheese portion malaysia food
5492,Ubi Goreng Cheese - party portion,Snacks,Malaysia,party portion,362.5,985.0,27.5,95.0,55.0,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20cheese%20party%20portion%20malaysia%20food,ubi goreng cheese party portion malaysia food
5493,Ubi Goreng Peanut Sauce,Snacks,Malaysia,1 serving,145.0,384.0,9.0,42.0,20.0,8.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20peanut%20sauce%20malaysia%20food,ubi goreng peanut sauce malaysia food
5494,Ubi Goreng Peanut Sauce - small portion,Snacks,Malaysia,small portion,108.8,288.0,6.8,31.5,15.0,6.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20peanut%20sauce%20portion%20malaysia%20food,ubi goreng peanut sauce portion malaysia food
5495,Ubi Goreng Peanut Sauce - large portion,Snacks,Malaysia,large portion,181.2,480.0,11.2,52.5,25.0,10.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20peanut%20sauce%20portion%20malaysia%20food,ubi goreng peanut sauce portion malaysia food
5496,Ubi Goreng Peanut Sauce - party portion,Snacks,Malaysia,party portion,362.5,960.0,22.5,105.0,50.0,20.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20peanut%20sauce%20party%20portion%20malaysia%20food,ubi goreng peanut sauce party portion malaysia food
5497,Ubi Goreng Chili Sauce,Snacks,Malaysia,1 serving,130.0,314.0,6.0,41.0,14.0,9.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20chili%20sauce%20malaysia%20food,ubi goreng chili sauce malaysia food
5498,Ubi Goreng Chili Sauce - small portion,Snacks,Malaysia,small portion,97.5,236.0,4.5,30.8,10.5,6.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20chili%20sauce%20portion%20malaysia%20food,ubi goreng chili sauce portion malaysia food
5499,Ubi Goreng Chili Sauce - large portion,Snacks,Malaysia,large portion,162.5,392.0,7.5,51.2,17.5,11.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20chili%20sauce%20portion%20malaysia%20food,ubi goreng chili sauce portion malaysia food
5500,Ubi Goreng Chili Sauce - party portion,Snacks,Malaysia,party portion,325.0,785.0,15.0,102.5,35.0,22.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20chili%20sauce%20party%20portion%20malaysia%20food,ubi goreng chili sauce party portion malaysia food
5501,Ubi Goreng Baked,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20baked%20malaysia%20food,ubi goreng baked malaysia food
5502,Ubi Goreng Baked - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20baked%20portion%20malaysia%20food,ubi goreng baked portion malaysia food
5503,Ubi Goreng Baked - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20baked%20portion%20malaysia%20food,ubi goreng baked portion malaysia food
5504,Ubi Goreng Baked - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20baked%20party%20portion%20malaysia%20food,ubi goreng baked party portion malaysia food
5505,Ubi Goreng Less Oil,Snacks,Malaysia,1 serving,120.0,249.0,6.0,36.0,9.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20oil%20malaysia%20food,ubi goreng oil malaysia food
5506,Ubi Goreng Less Oil - small portion,Snacks,Malaysia,small portion,90.0,187.0,4.5,27.0,6.8,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20oil%20portion%20malaysia%20food,ubi goreng oil portion malaysia food
5507,Ubi Goreng Less Oil - large portion,Snacks,Malaysia,large portion,150.0,311.0,7.5,45.0,11.2,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20oil%20portion%20malaysia%20food,ubi goreng oil portion malaysia food
5508,Ubi Goreng Less Oil - party portion,Snacks,Malaysia,party portion,300.0,622.0,15.0,90.0,22.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?ubi%20goreng%20oil%20party%20portion%20malaysia%20food,ubi goreng oil party portion malaysia food
5509,Keledek Goreng,Snacks,Malaysia,1 serving,120.0,294.0,6.0,36.0,14.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20malaysia%20food,keledek goreng malaysia food
5510,Keledek Goreng - small portion,Snacks,Malaysia,small portion,90.0,220.0,4.5,27.0,10.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20portion%20malaysia%20food,keledek goreng portion malaysia food
5511,Keledek Goreng - large portion,Snacks,Malaysia,large portion,150.0,368.0,7.5,45.0,17.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20portion%20malaysia%20food,keledek goreng portion malaysia food
5512,Keledek Goreng - party portion,Snacks,Malaysia,party portion,300.0,735.0,15.0,90.0,35.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20party%20portion%20malaysia%20food,keledek goreng party portion malaysia food
5513,Keledek Goreng Spicy,Snacks,Malaysia,1 serving,125.0,311.0,6.0,38.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20malaysia%20food,keledek goreng malaysia food
5514,Keledek Goreng Spicy - small portion,Snacks,Malaysia,small portion,93.8,233.0,4.5,28.5,11.2,4.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20portion%20malaysia%20food,keledek goreng portion malaysia food
5515,Keledek Goreng Spicy - large portion,Snacks,Malaysia,large portion,156.2,389.0,7.5,47.5,18.8,7.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20portion%20malaysia%20food,keledek goreng portion malaysia food
5516,Keledek Goreng Spicy - party portion,Snacks,Malaysia,party portion,312.5,778.0,15.0,95.0,37.5,15.0,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20party%20portion%20malaysia%20food,keledek goreng party portion malaysia food
5517,Keledek Goreng Chicken,Snacks,Malaysia,1 serving,150.0,366.0,14.0,37.0,18.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5518,Keledek Goreng Chicken - small portion,Snacks,Malaysia,small portion,112.5,275.0,10.5,27.8,13.5,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5519,Keledek Goreng Chicken - large portion,Snacks,Malaysia,large portion,187.5,457.0,17.5,46.2,22.5,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5520,Keledek Goreng Chicken - party portion,Snacks,Malaysia,party portion,375.0,915.0,35.0,92.5,45.0,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?chicken%20dish,chicken dish
5521,Keledek Goreng Sardine,Snacks,Malaysia,1 serving,150.0,375.0,14.0,37.0,19.0,5.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20sardine%20malaysia%20food,keledek goreng sardine malaysia food
5522,Keledek Goreng Sardine - small portion,Snacks,Malaysia,small portion,112.5,281.0,10.5,27.8,14.2,3.8,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20sardine%20portion%20malaysia%20food,keledek goreng sardine portion malaysia food
5523,Keledek Goreng Sardine - large portion,Snacks,Malaysia,large portion,187.5,469.0,17.5,46.2,23.8,6.2,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20sardine%20portion%20malaysia%20food,keledek goreng sardine portion malaysia food
5524,Keledek Goreng Sardine - party portion,Snacks,Malaysia,party portion,375.0,938.0,35.0,92.5,47.5,12.5,estimated_snack_portion_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20sardine%20party%20portion%20malaysia%20food,keledek goreng sardine party portion malaysia food
5525,Keledek Goreng Potato,Snacks,Malaysia,1 serving,150.0,339.0,7.0,44.0,15.0,6.0,estimated_curated_snack_formula,https://source.unsplash.com/800x600/?keledek%20goreng%20potato%20malaysia%20food,keledek goreng potato malaysia food
